Simulation,Time,Population,Species,camouflage,feeding_bonus
5,48,4,Predator,,1.488394030410088
5,49,0,Prey,0.7209167926348544,
5,49,4,Predator,,1.488394030410088
5,50,0,Prey,0.7209167926348544,
5,50,4,Predator,,1.488394030410088
5,51,0,Prey,0.7209167926348544,
5,51,3,Predator,,1.488394030410088
5,52,0,Prey,0.7209167926348544,
5,52,2,Predator,,1.488394030410088
5,53,0,Prey,0.7209167926348544,
5,53,1,Predator,,1.488394030410088
5,54,0,Prey,0.7209167926348544,
5,54,1,Predator,,1.488394030410088
5,55,0,Prey,0.7209167926348544,
5,55,1,Predator,,1.488394030410088
5,56,0,Prey,0.7209167926348544,
5,56,1,Predator,,1.488394030410088
5,57,0,Prey,0.7209167926348544,
5,57,1,Predator,,1.488394030410088
5,58,0,Prey,0.7209167926348544,
5,58,1,Predator,,1.488394030410088
5,59,0,Prey,0.7209167926348544,
5,59,0,Predator,,1.488394030410088
6,0,92,Prey,0.5040753601209279,
6,0,82,Predator,,1.5153154082552367
6,1,80,Prey,0.5040753601209279,
6,1,87,Predator,,1.5153154082552367
6,2,65,Prey,0.5040753601209279,
6,2,99,Predator,,1.5153154082552367
6,3,59,Prey,0.5040753601209279,
6,3,102,Predator,,1.5153154082552367
6,4,56,Prey,0.5040753601209279,
6,4,95,Predator,,1.5153154082552367
6,5,53,Prey,0.5040753601209279,
6,5,100,Predator,,1.5153154082552367
6,6,46,Prey,0.5040753601209279,
6,6,108,Predator,,1.5153154082552367
6,7,39,Prey,0.5040753601209279,
6,7,110,Predator,,1.5153154082552367
6,8,40,Prey,0.5040753601209279,
6,8,105,Predator,,1.5153154082552367
6,9,39,Prey,0.5040753601209279,
6,9,99,Predator,,1.5153154082552367
6,10,36,Prey,0.5040753601209279,
6,10,98,Predator,,1.5153154082552367
6,11,37,Prey,0.5040753601209279,
6,11,94,Predator,,1.5153154082552367
6,12,32,Prey,0.5040753601209279,
6,12,97,Predator,,1.5153154082552367
6,13,33,Prey,0.5040753601209279,
6,13,98,Predator,,1.5153154082552367
6,14,32,Prey,0.5040753601209279,
6,14,91,Predator,,1.5153154082552367
6,15,27,Prey,0.5040753601209279,
6,15,85,Predator,,1.5153154082552367
6,16,26,Prey,0.5040753601209279,
6,16,86,Predator,,1.5153154082552367
6,17,29,Prey,0.5040753601209279,
6,17,86,Predator,,1.5153154082552367
6,18,22,Prey,0.5040753601209279,
6,18,79,Predator,,1.5153154082552367
6,19,20,Prey,0.5040753601209279,
6,19,74,Predator,,1.5153154082552367
6,20,13,Prey,0.5040753601209279,
6,20,74,Predator,,1.5153154082552367
6,21,13,Prey,0.5040753601209279,
6,21,72,Predator,,1.5153154082552367
6,22,10,Prey,0.5040753601209279,
6,22,69,Predator,,1.5153154082552367
6,23,6,Prey,0.5040753601209279,
6,23,61,Predator,,1.5153154082552367
6,24,8,Prey,0.5040753601209279,
6,24,55,Predator,,1.5153154082552367
6,25,9,Prey,0.5040753601209279,
6,25,54,Predator,,1.5153154082552367
6,26,12,Prey,0.5040753601209279,
6,26,46,Predator,,1.5153154082552367
6,27,12,Prey,0.5040753601209279,
6,27,38,Predator,,1.5153154082552367
6,28,10,Prey,0.5040753601209279,
6,28,38,Predator,,1.5153154082552367
6,29,8,Prey,0.5040753601209279,
6,29,38,Predator,,1.5153154082552367
6,30,8,Prey,0.5040753601209279,
6,30,37,Predator,,1.5153154082552367
6,31,5,Prey,0.5040753601209279,
6,31,36,Predator,,1.5153154082552367
6,32,3,Prey,0.5040753601209279,
6,32,31,Predator,,1.5153154082552367
6,33,1,Prey,0.5040753601209279,
6,33,30,Predator,,1.5153154082552367
6,34,1,Prey,0.5040753601209279,
6,34,23,Predator,,1.5153154082552367
6,35,0,Prey,0.5040753601209279,
6,35,18,Predator,,1.5153154082552367
6,36,0,Prey,0.5040753601209279,
6,36,18,Predator,,1.5153154082552367
6,37,0,Prey,0.5040753601209279,
6,37,14,Predator,,1.5153154082552367
6,38,0,Prey,0.5040753601209279,
6,38,13,Predator,,1.5153154082552367
6,39,0,Prey,0.5040753601209279,
6,39,12,Predator,,1.5153154082552367
6,40,0,Prey,0.5040753601209279,
6,40,10,Predator,,1.5153154082552367
6,41,0,Prey,0.5040753601209279,
6,41,9,Predator,,1.5153154082552367
6,42,0,Prey,0.5040753601209279,
6,42,8,Predator,,1.5153154082552367
6,43,0,Prey,0.5040753601209279,
6,43,5,Predator,,1.5153154082552367
6,44,0,Prey,0.5040753601209279,
6,44,3,Predator,,1.5153154082552367
6,45,0,Prey,0.5040753601209279,
6,45,3,Predator,,1.5153154082552367
6,46,0,Prey,0.5040753601209279,
6,46,2,Predator,,1.5153154082552367
6,47,0,Prey,0.5040753601209279,
6,47,2,Predator,,1.5153154082552367
6,48,0,Prey,0.5040753601209279,
6,48,1,Predator,,1.5153154082552367
6,49,0,Prey,0.5040753601209279,
6,49,1,Predator,,1.5153154082552367
6,50,0,Prey,0.5040753601209279,
6,50,0,Predator,,1.5153154082552367
6,51,0,Prey,0.5040753601209279,
6,51,0,Predator,,1.5153154082552367
6,52,0,Prey,0.5040753601209279,
6,52,0,Predator,,1.5153154082552367
6,53,0,Prey,0.5040753601209279,
6,53,0,Predator,,1.5153154082552367
6,54,0,Prey,0.5040753601209279,
6,54,0,Predator,,1.5153154082552367
6,55,0,Prey,0.5040753601209279,
6,55,0,Predator,,1.5153154082552367
6,56,0,Prey,0.5040753601209279,
6,56,0,Predator,,1.5153154082552367
6,57,0,Prey,0.5040753601209279,
6,57,0,Predator,,1.5153154082552367
6,58,0,Prey,0.5040753601209279,
6,58,0,Predator,,1.5153154082552367
6,59,0,Prey,0.5040753601209279,
6,59,0,Predator,,1.5153154082552367
7,0,121,Prey,0.7311383286987062,
7,0,82,Predator,,1.5010059985876802
7,1,87,Prey,0.7311383286987062,
7,1,104,Predator,,1.5010059985876802
7,2,41,Prey,0.7311383286987062,
7,2,117,Predator,,1.5010059985876802
7,3,23,Prey,0.7311383286987062,
7,3,118,Predator,,1.5010059985876802
7,4,9,Prey,0.7311383286987062,
7,4,114,Predator,,1.5010059985876802
7,5,4,Prey,0.7311383286987062,
7,5,99,Predator,,1.5010059985876802
7,6,4,Prey,0.7311383286987062,
7,6,91,Predator,,1.5010059985876802
7,7,1,Prey,0.7311383286987062,
7,7,81,Predator,,1.5010059985876802
7,8,0,Prey,0.7311383286987062,
7,8,75,Predator,,1.5010059985876802
7,9,0,Prey,0.7311383286987062,
7,9,67,Predator,,1.5010059985876802
7,10,0,Prey,0.7311383286987062,
7,10,55,Predator,,1.5010059985876802
7,11,0,Prey,0.7311383286987062,
7,11,47,Predator,,1.5010059985876802
7,12,0,Prey,0.7311383286987062,
7,12,38,Predator,,1.5010059985876802
7,13,0,Prey,0.7311383286987062,
7,13,34,Predator,,1.5010059985876802
7,14,0,Prey,0.7311383286987062,
7,14,27,Predator,,1.5010059985876802
7,15,0,Prey,0.7311383286987062,
7,15,25,Predator,,1.5010059985876802
7,16,0,Prey,0.7311383286987062,
7,16,22,Predator,,1.5010059985876802
7,17,0,Prey,0.7311383286987062,
7,17,18,Predator,,1.5010059985876802
7,18,0,Prey,0.7311383286987062,
7,18,14,Predator,,1.5010059985876802
7,19,0,Prey,0.7311383286987062,
7,19,13,Predator,,1.5010059985876802
7,20,0,Prey,0.7311383286987062,
7,20,13,Predator,,1.5010059985876802
7,21,0,Prey,0.7311383286987062,
7,21,12,Predator,,1.5010059985876802
7,22,0,Prey,0.7311383286987062,
7,22,11,Predator,,1.5010059985876802
7,23,0,Prey,0.7311383286987062,
7,23,11,Predator,,1.5010059985876802
7,24,0,Prey,0.7311383286987062,
7,24,10,Predator,,1.5010059985876802
7,25,0,Prey,0.7311383286987062,
7,25,9,Predator,,1.5010059985876802
7,26,0,Prey,0.7311383286987062,
7,26,8,Predator,,1.5010059985876802
7,27,0,Prey,0.7311383286987062,
7,27,7,Predator,,1.5010059985876802
7,28,0,Prey,0.7311383286987062,
7,28,6,Predator,,1.5010059985876802
7,29,0,Prey,0.7311383286987062,
7,29,6,Predator,,1.5010059985876802
7,30,0,Prey,0.7311383286987062,
7,30,5,Predator,,1.5010059985876802
7,31,0,Prey,0.7311383286987062,
7,31,5,Predator,,1.5010059985876802
7,32,0,Prey,0.7311383286987062,
7,32,5,Predator,,1.5010059985876802
7,33,0,Prey,0.7311383286987062,
7,33,4,Predator,,1.5010059985876802
7,34,0,Prey,0.7311383286987062,
7,34,4,Predator,,1.5010059985876802
7,35,0,Prey,0.7311383286987062,
7,35,3,Predator,,1.5010059985876802
7,36,0,Prey,0.7311383286987062,
7,36,2,Predator,,1.5010059985876802
7,37,0,Prey,0.7311383286987062,
7,37,2,Predator,,1.5010059985876802
7,38,0,Prey,0.7311383286987062,
7,38,2,Predator,,1.5010059985876802
7,39,0,Prey,0.7311383286987062,
7,39,2,Predator,,1.5010059985876802
7,40,0,Prey,0.7311383286987062,
7,40,2,Predator,,1.5010059985876802
7,41,0,Prey,0.7311383286987062,
7,41,2,Predator,,1.5010059985876802
7,42,0,Prey,0.7311383286987062,
7,42,2,Predator,,1.5010059985876802
7,43,0,Prey,0.7311383286987062,
7,43,2,Predator,,1.5010059985876802
7,44,0,Prey,0.7311383286987062,
7,44,1,Predator,,1.5010059985876802
7,45,0,Prey,0.7311383286987062,
7,45,1,Predator,,1.5010059985876802
7,46,0,Prey,0.7311383286987062,
7,46,1,Predator,,1.5010059985876802
7,47,0,Prey,0.7311383286987062,
7,47,1,Predator,,1.5010059985876802
7,48,0,Prey,0.7311383286987062,
7,48,1,Predator,,1.5010059985876802
7,49,0,Prey,0.7311383286987062,
7,49,1,Predator,,1.5010059985876802
7,50,0,Prey,0.7311383286987062,
7,50,1,Predator,,1.5010059985876802
7,51,0,Prey,0.7311383286987062,
7,51,1,Predator,,1.5010059985876802
7,52,0,Prey,0.7311383286987062,
7,52,1,Predator,,1.5010059985876802
7,53,0,Prey,0.7311383286987062,
7,53,1,Predator,,1.5010059985876802
7,54,0,Prey,0.7311383286987062,
7,54,1,Predator,,1.5010059985876802
7,55,0,Prey,0.7311383286987062,
7,55,1,Predator,,1.5010059985876802
7,56,0,Prey,0.7311383286987062,
7,56,1,Predator,,1.5010059985876802
7,57,0,Prey,0.7311383286987062,
7,57,1,Predator,,1.5010059985876802
7,58,0,Prey,0.7311383286987062,
7,58,1,Predator,,1.5010059985876802
7,59,0,Prey,0.7311383286987062,
7,59,1,Predator,,1.5010059985876802
8,0,152,Prey,0.6129773019316223,
8,0,77,Predator,,1.5437291537824778
8,1,129,Prey,0.6129773019316223,
8,1,99,Predator,,1.5437291537824778
8,2,94,Prey,0.6129773019316223,
8,2,121,Predator,,1.5437291537824778
8,3,56,Prey,0.6129773019316223,
8,3,143,Predator,,1.5437291537824778
8,4,33,Prey,0.6129773019316223,
8,4,155,Predator,,1.5437291537824778
8,5,29,Prey,0.6129773019316223,
8,5,147,Predator,,1.5437291537824778
8,6,17,Prey,0.6129773019316223,
8,6,146,Predator,,1.5437291537824778
8,7,15,Prey,0.6129773019316223,
8,7,129,Predator,,1.5437291537824778
8,8,6,Prey,0.6129773019316223,
8,8,118,Predator,,1.5437291537824778
8,9,6,Prey,0.6129773019316223,
8,9,106,Predator,,1.5437291537824778
8,10,1,Prey,0.6129773019316223,
8,10,98,Predator,,1.5437291537824778
8,11,0,Prey,0.6129773019316223,
8,11,92,Predator,,1.5437291537824778
8,12,0,Prey,0.6129773019316223,
8,12,84,Predator,,1.5437291537824778
8,13,0,Prey,0.6129773019316223,
8,13,78,Predator,,1.5437291537824778
8,14,0,Prey,0.6129773019316223,
8,14,72,Predator,,1.5437291537824778
8,15,0,Prey,0.6129773019316223,
8,15,61,Predator,,1.5437291537824778
8,16,0,Prey,0.6129773019316223,
8,16,55,Predator,,1.5437291537824778
8,17,0,Prey,0.6129773019316223,
8,17,51,Predator,,1.5437291537824778
8,18,0,Prey,0.6129773019316223,
8,18,45,Predator,,1.5437291537824778
8,19,0,Prey,0.6129773019316223,
8,19,38,Predator,,1.5437291537824778
8,20,0,Prey,0.6129773019316223,
8,20,35,Predator,,1.5437291537824778
8,21,0,Prey,0.6129773019316223,
8,21,33,Predator,,1.5437291537824778
8,22,0,Prey,0.6129773019316223,
8,22,28,Predator,,1.5437291537824778
8,23,0,Prey,0.6129773019316223,
8,23,23,Predator,,1.5437291537824778
8,24,0,Prey,0.6129773019316223,
8,24,20,Predator,,1.5437291537824778
8,25,0,Prey,0.6129773019316223,
8,25,18,Predator,,1.5437291537824778
8,26,0,Prey,0.6129773019316223,
8,26,16,Predator,,1.5437291537824778
8,27,0,Prey,0.6129773019316223,
8,27,16,Predator,,1.5437291537824778
8,28,0,Prey,0.6129773019316223,
8,28,10,Predator,,1.5437291537824778
8,29,0,Prey,0.6129773019316223,
8,29,9,Predator,,1.5437291537824778
8,30,0,Prey,0.6129773019316223,
8,30,9,Predator,,1.5437291537824778
8,31,0,Prey,0.6129773019316223,
8,31,7,Predator,,1.5437291537824778
8,32,0,Prey,0.6129773019316223,
8,32,6,Predator,,1.5437291537824778
8,33,0,Prey,0.6129773019316223,
8,33,5,Predator,,1.5437291537824778
8,34,0,Prey,0.6129773019316223,
8,34,4,Predator,,1.5437291537824778
8,35,0,Prey,0.6129773019316223,
8,35,3,Predator,,1.5437291537824778
8,36,0,Prey,0.6129773019316223,
8,36,2,Predator,,1.5437291537824778
8,37,0,Prey,0.6129773019316223,
8,37,2,Predator,,1.5437291537824778
8,38,0,Prey,0.6129773019316223,
8,38,2,Predator,,1.5437291537824778
8,39,0,Prey,0.6129773019316223,
8,39,2,Predator,,1.5437291537824778
8,40,0,Prey,0.6129773019316223,
8,40,1,Predator,,1.5437291537824778
8,41,0,Prey,0.6129773019316223,
8,41,1,Predator,,1.5437291537824778
8,42,0,Prey,0.6129773019316223,
8,42,0,Predator,,1.5437291537824778
8,43,0,Prey,0.6129773019316223,
8,43,0,Predator,,1.5437291537824778
8,44,0,Prey,0.6129773019316223,
8,44,0,Predator,,1.5437291537824778
8,45,0,Prey,0.6129773019316223,
8,45,0,Predator,,1.5437291537824778
8,46,0,Prey,0.6129773019316223,
8,46,0,Predator,,1.5437291537824778
8,47,0,Prey,0.6129773019316223,
8,47,0,Predator,,1.5437291537824778
8,48,0,Prey,0.6129773019316223,
8,48,0,Predator,,1.5437291537824778
8,49,0,Prey,0.6129773019316223,
8,49,0,Predator,,1.5437291537824778
8,50,0,Prey,0.6129773019316223,
8,50,0,Predator,,1.5437291537824778
8,51,0,Prey,0.6129773019316223,
8,51,0,Predator,,1.5437291537824778
8,52,0,Prey,0.6129773019316223,
8,52,0,Predator,,1.5437291537824778
8,53,0,Prey,0.6129773019316223,
8,53,0,Predator,,1.5437291537824778
8,54,0,Prey,0.6129773019316223,
8,54,0,Predator,,1.5437291537824778
8,55,0,Prey,0.6129773019316223,
8,55,0,Predator,,1.5437291537824778
8,56,0,Prey,0.6129773019316223,
8,56,0,Predator,,1.5437291537824778
8,57,0,Prey,0.6129773019316223,
8,57,0,Predator,,1.5437291537824778
8,58,0,Prey,0.6129773019316223,
8,58,0,Predator,,1.5437291537824778
8,59,0,Prey,0.6129773019316223,
8,59,0,Predator,,1.5437291537824778
9,0,111,Prey,0.6820404421467945,
9,0,90,Predator,,1.5344722928781664
9,1,80,Prey,0.6820404421467945,
9,1,116,Predator,,1.5344722928781664
9,2,56,Prey,0.6820404421467945,
9,2,129,Predator,,1.5344722928781664
9,3,33,Prey,0.6820404421467945,
9,3,133,Predator,,1.5344722928781664
9,4,21,Prey,0.6820404421467945,
9,4,128,Predator,,1.5344722928781664
9,5,14,Prey,0.6820404421467945,
9,5,133,Predator,,1.5344722928781664
9,6,6,Prey,0.6820404421467945,
9,6,120,Predator,,1.5344722928781664
9,7,2,Prey,0.6820404421467945,
9,7,112,Predator,,1.5344722928781664
9,8,3,Prey,0.6820404421467945,
9,8,100,Predator,,1.5344722928781664
9,9,3,Prey,0.6820404421467945,
9,9,92,Predator,,1.5344722928781664
9,10,5,Prey,0.6820404421467945,
9,10,84,Predator,,1.5344722928781664
9,11,5,Prey,0.6820404421467945,
9,11,78,Predator,,1.5344722928781664
9,12,4,Prey,0.6820404421467945,
9,12,73,Predator,,1.5344722928781664
9,13,4,Prey,0.6820404421467945,
9,13,68,Predator,,1.5344722928781664
9,14,4,Prey,0.6820404421467945,
9,14,62,Predator,,1.5344722928781664
9,15,4,Prey,0.6820404421467945,
9,15,53,Predator,,1.5344722928781664
9,16,3,Prey,0.6820404421467945,
9,16,48,Predator,,1.5344722928781664
9,17,3,Prey,0.6820404421467945,
9,17,44,Predator,,1.5344722928781664
9,18,2,Prey,0.6820404421467945,
9,18,42,Predator,,1.5344722928781664
9,19,2,Prey,0.6820404421467945,
9,19,40,Predator,,1.5344722928781664
9,20,1,Prey,0.6820404421467945,
9,20,37,Predator,,1.5344722928781664
9,21,1,Prey,0.6820404421467945,
9,21,32,Predator,,1.5344722928781664
9,22,2,Prey,0.6820404421467945,
9,22,31,Predator,,1.5344722928781664
9,23,2,Prey,0.6820404421467945,
9,23,29,Predator,,1.5344722928781664
9,24,2,Prey,0.6820404421467945,
9,24,24,Predator,,1.5344722928781664
9,25,0,Prey,0.6820404421467945,
9,25,24,Predator,,1.5344722928781664
9,26,0,Prey,0.6820404421467945,
9,26,23,Predator,,1.5344722928781664
9,27,0,Prey,0.6820404421467945,
9,27,20,Predator,,1.5344722928781664
9,28,0,Prey,0.6820404421467945,
9,28,18,Predator,,1.5344722928781664
9,29,0,Prey,0.6820404421467945,
9,29,16,Predator,,1.5344722928781664
9,30,0,Prey,0.6820404421467945,
9,30,15,Predator,,1.5344722928781664
9,31,0,Prey,0.6820404421467945,
9,31,15,Predator,,1.5344722928781664
9,32,0,Prey,0.6820404421467945,
9,32,11,Predator,,1.5344722928781664
9,33,0,Prey,0.6820404421467945,
9,33,10,Predator,,1.5344722928781664
9,34,0,Prey,0.6820404421467945,
9,34,9,Predator,,1.5344722928781664
9,35,0,Prey,0.6820404421467945,
9,35,6,Predator,,1.5344722928781664
9,36,0,Prey,0.6820404421467945,
9,36,6,Predator,,1.5344722928781664
9,37,0,Prey,0.6820404421467945,
9,37,6,Predator,,1.5344722928781664
9,38,0,Prey,0.6820404421467945,
9,38,4,Predator,,1.5344722928781664
9,39,0,Prey,0.6820404421467945,
9,39,4,Predator,,1.5344722928781664
9,40,0,Prey,0.6820404421467945,
9,40,4,Predator,,1.5344722928781664
9,41,0,Prey,0.6820404421467945,
9,41,3,Predator,,1.5344722928781664
9,42,0,Prey,0.6820404421467945,
9,42,2,Predator,,1.5344722928781664
9,43,0,Prey,0.6820404421467945,
9,43,2,Predator,,1.5344722928781664
9,44,0,Prey,0.6820404421467945,
9,44,2,Predator,,1.5344722928781664
9,45,0,Prey,0.6820404421467945,
9,45,2,Predator,,1.5344722928781664
9,46,0,Prey,0.6820404421467945,
9,46,2,Predator,,1.5344722928781664
9,47,0,Prey,0.6820404421467945,
9,47,2,Predator,,1.5344722928781664
9,48,0,Prey,0.6820404421467945,
9,48,2,Predator,,1.5344722928781664
9,49,0,Prey,0.6820404421467945,
9,49,2,Predator,,1.5344722928781664
9,50,0,Prey,0.6820404421467945,
9,50,2,Predator,,1.5344722928781664
9,51,0,Prey,0.6820404421467945,
9,51,2,Predator,,1.5344722928781664
9,52,0,Prey,0.6820404421467945,
9,52,2,Predator,,1.5344722928781664
9,53,0,Prey,0.6820404421467945,
9,53,2,Predator,,1.5344722928781664
9,54,0,Prey,0.6820404421467945,
9,54,2,Predator,,1.5344722928781664
9,55,0,Prey,0.6820404421467945,
9,55,2,Predator,,1.5344722928781664
9,56,0,Prey,0.6820404421467945,
9,56,1,Predator,,1.5344722928781664
9,57,0,Prey,0.6820404421467945,
9,57,1,Predator,,1.5344722928781664
9,58,0,Prey,0.6820404421467945,
9,58,1,Predator,,1.5344722928781664
9,59,0,Prey,0.6820404421467945,
9,59,1,Predator,,1.5344722928781664
